number,sentence
1669,싸캐스틱이다
1670,안된다
1671,AKSY
1672,팩트이긴함7등급이면
1673,bbc써있는건
1674,ㅋㅋ근데
1675,늦은거냐
1676,밑이고
1677,친구아버지
1678,만났는데
1679,받겠다는데
1680,안쓰러웠고
1681,소스
1682,올라오면
1683,여긴?대깨문과
1684,수업에
1685,4명은
1686,은행가서사지
1687,결혼해줘야
1688,액땜
1689,대화하더라
1690,부러워지노
1691,은퇴
1692,하지ㅉㅉ
1693,요란하게
1694,달
1695,없잖어
1696,조롱은
1697,부경
1698,뚜벅충
1699,만난것
1700,용접공들은
1701,주장이북한인들도
1702,옆의
1703,김주하
1704,돈은
1705,유럽의
1706,논리로
1707,이고
1708,나잇값
1709,주겅..
1710,공감
1711,건전한
1712,여기까지와서
1713,최악의
1714,ㅠ.ㅠ
1715,인증은
1716,석자는
1717,죄가
1718,안다루더라
1719,알아서
1720,어딨나
1721,former
1722,팀장들
1723,생명이
1724,둘이서
1725,가자니까요
1726,자유로운
1727,경험이
1728,븅시년아
1729,한가지
1730,의술은
1731,운영하고
1732,안정권같고
1733,수준보소
1734,아닌척하고
1735,여기저기서도
1736,조심해야될
1737,경우
1738,주길래
1739,"실패하기,"
1740,논리도
1741,횡단보도에서
1742,글들은
1743,흡수해주은
1744,화장하고
1745,명기에서
1746,써라
1747,멘트
1748,안드리면
1749,나이트가
1750,82년생
1751,한번눌렀는데
1752,알바
1753,불과하다
1754,안했다면
1755,수있는건가요??
1756,휘두룬다는
1757,쪽본을
1758,임신에
1759,얘쁘네
1760,그것이
1761,테일윈드입니다!
1762,좋아한다일단
1763,중심이
1764,의도를
1765,해봐야
1766,7시
1767,방생하지마라....
1768,전인데
1769,시체팔이로
1770,용접을해ㅋㅋㅋ배달이나
1771,이나
1772,돈있으면
1773,변절자
1774,좆되버리겠네
1775,찢어짐
1776,박승동?
1777,나라다
1778,자국의
1779,가르치는거랑
1780,올수도있다.
1781,포함
1782,개나소나
1783,이상할듯
1784,안먹히지
1785,일종의
1786,있다.조선에서
1787,있겠냐?
1788,사과라기보단
1789,안해도
1790,사람에게는
1791,보이구먼
1792,지랄임헬스장에서
1793,사람답게는
1794,절대로
1795,10대별로없는것같은데ㅋㅋ
1796,맛간것
1797,환경점검
1798,다큐비타민
1799,화자
1800,먹을
1801,속도위반에..
1802,교리자체가
1803,젊ㅁ은애들은
1804,전방에
1805,시장도
1806,쫌!!!
1807,2주간
1808,데서
1809,들어감그래서
1810,확실히
1811,짐승들은
1812,공식
1813,나라도
1814,하고싶은말
1815,조언이네
1816,가슴아픈
1817,주제는
1818,말종들
1819,키보같음ㅋㅋㅋㅋ유리턱이
1820,딱하고
1821,거야.
1822,싸게
1823,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1824,옷입으세요
1825,외노자들
1826,"방화하였고,"
1827,중립이라고
1828,본인애니보고
1829,이래야지
1830,봐라..알아서
1831,말이있던데
1832,참교육으로.전파해줄
1833,돈벌이가
1834,없지결혼생활
1835,셧다운
1836,아마추어
1837,타조머가리임
1838,ㅇㅈ?
1839,바꾸노?
1840,상개병신
1841,지르면서
1842,선택이래
1843,히스토리
1844,벌어다주는
1845,불가능한게
1846,6000원으로
1847,2주전만해도
1848,친구는
1849,이상임
1850,핑크당
1851,호주니
1852,잘하고있는데
1853,개소리임
1854,와닿는게
1855,미챠.....
1856,공산주의지.우문현답같은
1857,닭이이자스민공천할때
1858,교환이벤트도
1859,죽어
1860,당선되셔서
1861,새끼네
1862,저련년
1863,대부분이
1864,꼴리지는
1865,퇴출이지뭐
1866,개꿀빨면서
1867,티비에서
1868,저런거는
1869,주작을...
1870,때문임나는
1871,병신새끼사표쓰고
1872,병신같음
1873,병신이네'돼'가
1874,북괴임
1875,입도이상한데..
1876,조사하던
1877,연구
1878,자극적인
1879,진쟈
1880,법을
1881,상사
1882,분수
1883,동생이다
1884,결과는?
1885,프롬프터가
1886,퇴사했다고
1887,전부
1888,놈들임.
1889,개병신새끼씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1890,고통스러울지
1891,시스템은?
1892,옷을
1893,"장소,"
1894,보러가면
1895,쓰레기냐?
1896,무식이
1897,딸칠거리조차안됨
1898,사희에서
1899,밀과
1900,피로감이
1901,무시못하는데
1902,갈아탔는데
1903,좋을거
1904,보약한채
1905,어쩌라는거냐
1906,화장실모래통
1907,ㅂㄷㅂㄷ하다
1908,"엄마,"
1909,하앜
1910,사주라고
1911,철망치같은거만
1912,유준호
1913,슨상님
1914,뉴스보고
1915,이메일
1916,주제에
1917,인간을
1918,몇년이나
1919,청담쪽이긴
1920,업체에
1921,can
1922,비율
1923,실행에
1924,빌려쓰는
1925,합성한거그거
1926,씹쓰레기
1927,노령연금
1928,안맞는데??
1929,꿀잼이노ㅋㅋㅋㅋㅋ
1930,의료
1931,고등학교에
1932,"503,"
1933,얻어애몽?
1934,정보
1935,벌지.
1936,보호장비
1937,할
1938,알려주는
1939,좋은
1940,점심인데
1941,나도
1942,쓰는게
1943,이민자들
1944,서울산다
1945,봐야한다고
1946,설명함근데
1947,있는뎅
1948,생각해서내용들이
1949,검사시작하면
1950,퇴사하고싶을때보는
1951,너따위는
1952,한국말쓰는
1953,ㅇㅇ
1954,휘두르다창문깸
1955,(1988년인가
1956,조선것들이
1957,저럼.
1958,넵
1959,쳐다보지
1960,올라와이거
1961,세부주제로
1962,픽하는
1963,이해안됨?ㅋㅋㅋㅋㅋㅋ
1964,그분들께는
1965,나이들어서
1966,10에
1967,빨아주는건
1968,윤서인?
1969,씹노잼에
1970,운동이
1971,얼마전에
1972,해줌
1973,속하는데
1974,남자랑
1975,정당가입도하고
1976,이후의
1977,박았어
1978,똥남아도
1979,^^♡
1980,치료됐다고
1981,뜨고
1982,떠오르는군
1983,위하는게
1984,뭐가다른지
1985,미친색기
1986,요약점
1987,개인과
1988,사면서
1989,가끔
1990,하다보니
1991,생겻다며?
1992,죄를
1993,이마저도
1994,오바좀
1995,접어라.그게
1996,혜택
1997,답이없다
1998,두려워서
1999,장모님은
2000,묻어버려야한다구
2001,Facebook
2002,몰려와
2003,보자고
2004,용암
2005,노꼴이더라
2006,많겠다
2007,몰아서
2008,필요하냐
2009,게으르다고참고로
2010,시대에
2011,바이러스도
2012,빌런vs빌런
2013,망한다는
2014,국가들에게
2015,도시락먹고
2016,취미로하는
2017,후린거
2018,부사수가
2019,취업
2020,전도가
2021,ㄹㅇ토토충이나
2022,경찰이
2023,7등급이하면
2024,로마서
2025,되노?ㅋㅋㅋ
2026,인용
2027,4위로
2028,밟았나보다...ㅠㅠ불쌍해서
2029,바래?그리고
2030,케톤이
2031,아니니까
2032,6.
2033,병원은
2034,우승
2035,무능력하면
2036,&
2037,40퍼도
2038,일베애들도
2039,냉동자지
2040,틱틱거리고
2041,울던
2042,이런게
2043,사장님
2044,방해
2045,아닌데라고함
2046,_이건
2047,잘가겠다
2048,"처맞고,"
2049,무식하게
2050,바랜다는데
2051,vip
2052,천박한
2053,손해본거같아
2054,대구.경북.포항은
2055,연예인치고
2056,저나라는
2057,뿐이라고
2058,1000원
2059,시나리오가
2060,아닌가.?
2061,좆소는
2062,구매하는거라
2063,회식인가요?
2064,귀천있지
2065,취급
2066,평소
2067,체포하고
2068,일베하고
2069,수입까지
2070,여름
2071,여럿이서
2072,리뷰관리
2073,보상심리
2074,다차서
2075,좋잖아~
2076,짜증나는
2077,슌
2078,계약이지당장
2079,추천하는거
2080,김무성을
2081,넘어가라~
2082,나뿐이냐?
2083,조올라
2084,사이비도
2085,메세지만
2086,꾸준히
2087,알아볼수잇어야
2088,믹서기에
2089,유명한사기냐
2090,나눈다는
2091,가오잡을
2092,발쓰냐?
2093,니그튼
2094,큐브스테이크덮밥
2095,인권
2096,Sutter이
2097,가게든지
2098,자신들의
2099,순위는
2100,저러지
2101,좌좀
2102,술먹으면
2103,받아라.
2104,미개하단
2105,대구놈들은
2106,모두
2107,들어온년이나
2108,으쓱하면서
2109,용접공볼때마다
2110,밥그릇임
2111,텐동집
2112,골빈
2113,노동자
2114,"많지만,"
2115,재능충은
2116,못이룬
2117,빨갱이나
2118,주위에하도
2119,중국인들이
2120,제품‥‥
2121,쿠알라룸푸르
2122,섹스자지보지
2123,게이였단
2124,요약:
2125,정의롭게
2126,갔을때
2127,있구나
2128,했을걸?
2129,처맞아죽었고
2130,더이상은
2131,ㅠㅠ
2132,참음....조루배터리랑
2133,아닌데.그건
2134,했다.
2135,공뭔년놈들이
2136,캬.ㅅㅂ니네집에
2137,공장짓는건데공장만
2138,함소원아
2139,땅의
2140,강남
2141,응디도
2142,일부는
2143,티케이에서
2144,꼬라지하고는
2145,수사권이
2146,박사가
2147,씨밸년=틀딱용어ㅁㅈㅎ
2148,완치한건지
2149,감사해야함
2150,안찍어
2151,이색기진짜
2152,강화하는데
2153,기차
2154,아줌마?
2155,거름
2156,답이
2157,김세의
2158,어찌
2159,머고
2160,ㅈ같은
2161,진이
2162,붙질
2163,코인
2164,진로를
2165,많으면서
2166,트와이스인데
2167,상당부분
2168,ㅠㅠㅠㅠㅠㅠ
2169,하루죙일일해야되서힘들다고함
2170,요새
2171,해줄까
2172,보이네.
2173,부어버림
2174,많이나옴
2175,i치고
2176,2021년
2177,기획한
2178,쭈우욱
2179,사가는
2180,"신경과학...철학,"
2181,진심이다게이야
2182,지랄똥싸구덜자빠졌네
2183,뻔한데문가새끼
2184,같은공대생으로
2185,모르겠다만....그래도
2186,말함
2187,정미경
2188,사람들이
2189,옆
2190,대단해
2191,애미애비가
2192,패거리
2193,2~3배면
2194,안오면
2195,공무원할꺼라는
2196,대단한건
2197,쥬변환경
2198,김대중하고
2199,포기해
2200,굉장히
2201,ㅍㅌㅊ
2202,느낀건데
2203,더많이준다
2204,아녀?
2205,공격과
2206,무언가가
2207,마시러
2208,뒤지는새끼들은
2209,풀어말해야
2210,좋음.게이들아
2211,댓글알바
2212,기술이야
2213,논란안됨ㅅㄱㅁㅈㅎ
2214,주동자중
2215,PE는
2216,야하게
2217,햐~~~
2218,잘하거든?
2219,비하한게
2220,완전히
2221,좋겠다.
2222,처받고있냐
2223,명당
2224,어떻게하라고
2225,골든
2226,여성전용주차장
2227,답없다
2228,그구절을
2229,부식되기
2230,필요하긴함
2231,1월
2232,칭찬인데
2233,그
2234,목소리가
2235,닭잘못
2236,눌러서
2237,한국도
2238,그시대에
2239,다른줄
2240,언니야들이
2241,자를
2242,ㅅㅂ...
2243,공장일이
2244,근친
2245,퇴직후에
2246,경북신문사설
2247,2.7억임.
2248,없는건데
2249,공집방으로
2250,제가
2251,눙물이..보고싶다..노무현
2252,터트렸나?
2253,대통령한테
2254,우기는
2255,성형할것도
2256,깔짝하겠지
2257,광주
2258,지들끼리도
2259,ㅋㅋ아니
2260,주작글
2261,작동되는겁니다.
2262,고기집하면
2263,그순교자들중에
2264,일본에서
2265,황사가
2266,당가?
2267,ㄷㄷ
2268,상습
2269,정말
2270,존나쌔서
2271,자한당
2272,장성
2273,경제개발까지
2274,2는
2275,미신
2276,중반부터
2277,아닌이상.
2278,강하고
2279,스승격인
2280,마련인데특정
2281,급증)
2282,일어나던
2283,단일
2284,경쟁하려면.
2285,캡쳐
2286,뒤질놈임
2287,비슷하니밀어붙여하고
2288,생기게
2289,개소리야
2290,영양제를
2291,키재면
2292,자식들이
2293,없다..
2294,구더기
2295,부들부들
2296,로딩이
2297,선천적으로
2298,홀딩하세요
2299,한두시간마다
2300,개소리
2301,전쟁나길
2302,매너있게
2303,하는거죠
2304,개인의
2305,다임그나마
2306,3000이면
2307,잇네.그냥
2308,걸로..)은
2309,흙수저
2310,집어넣는데지효빼면
2311,찐들...짠하다
2312,시대다.폰
2313,됐나..
2314,꾸린
2315,배달대행이
2316,강도질을
2317,결성되었다.
2318,오늘부터
2319,ㅋㅋㅋ저딴
2320,첨가제들이고
2321,세네번
2322,옛날부터
2323,보다가
2324,언론사어디고?
2325,추구되어야
2326,감독은
2327,구조로
2328,똥싸고
2329,"2장,"
2330,일뽕인거
2331,들여다보기
2332,합시다.
2333,젊은층
2334,같재
2335,되는거
2336,쓸
2337,올발라서
2338,속도감지리노
2339,포방터
2340,그이하도
2341,들어왔는데
2342,삐까리란다.
2343,아센시오
2344,허상을
2345,ㅌ
2346,아슬아슬하게
2347,with
2348,증대되니까
2349,따서
2350,알파리포산이랑
2351,글인건다
2352,때
2353,클론
2354,미국년인지
2355,흐아
2356,책임지고?
2357,못배움
2358,전대급인가?
2359,지랄염병하고
2360,걸쳐놈
2361,주예지랑
2362,재앙이가
2363,작품들이라며
2364,살기좋아졌다지만
2365,많겠네
2366,거였음
2367,피해자란
2368,아는데
2369,처벌은
2370,"버벅댐,"
2371,꼬투리잡아서
2372,말아
2373,비참함밖에들지않는다
2374,원유를
2375,일본애들이
2376,이영상
2377,돈많은
2378,업소삥뜯는게
2379,찌~익
2380,그런건가?
2381,중앙일보의
2382,우리집도
2383,개새끼였다
2384,용접건만
2385,그깟
2386,함.그리고
2387,15분의
2388,검찰개혁
2389,길인지
2390,거실에나
2391,뭘끼어맞쳐다는건지
2392,풀어주겠지?괜히
2393,A
2394,이용시회사부담
2395,작가님
2396,했었지.
2397,많이해서
2398,엘지
2399,우리엄마
2400,말도
2401,심해공포증은없는데
2402,때마다
2403,노무현을
2404,시장을
2405,"부분,"
2406,저게
2407,많지않냐???
2408,학부를
2409,개선시켜려는게
2410,팩폭하는
2411,역대
2412,목매달고자살해라
2413,원본
2414,온도조절
2415,칭찬했는데
2416,담당여기서
2417,있었을까
2418,아오...
2419,전망되고
2420,왔기
2421,전화와서
2422,저런사람들보면
2423,약할텐데
2424,애비로드
2425,밟고
2426,불러올
2427,탓인거같음사실
2428,맷집도
2429,흠집내고
2430,너고
2431,씹재앙
2432,부분이
2433,사회에서
2434,진짜싫다~~~~~
2435,진심으로
2436,ㅋㅋㅋㅋㅋㅋㅋ아
2437,멍청함을
2438,틀딱새끼들
2439,용접보지라고
2440,보는거같네
2441,2020=s20
2442,맨첫짤
2443,못해주겠음
2444,거라고
2445,벽돌이노
2446,위험에
2447,영역이
2448,뭐가달라도다르다
2449,연료비다
2450,doubled
2451,보조금
2452,자본주의와
2453,이른바
2454,끌려간게
2455,있어.
2456,야소
2457,곯아떨어진듯ㅋㅋㅋ
2458,하는걸
2459,폭포
2460,나라에게
2461,베리앤굿
2462,우스워?
2463,x
2464,얘기해서
2465,좆소들
2466,둘다
2467,생산량을
2468,대부분
2469,잘산다?
2470,존나쎄고
2471,명령을
2472,수정이
2473,이렇게
2474,개발하는거다...편서풍이
2475,빨아먹고싶다
2476,플렉스
2477,남중국해
2478,노력해서
2479,불필요함.
2480,성교육이
2481,놈들은
2482,컨셉아니면
2483,지랄염병발광하는거임.지도
2484,지금같은
2485,오를
2486,말이없다.내목숨을
2487,전성기에
2488,생엔
2489,재주가
2490,털색
2491,여름임
2492,당사자들은
2493,언제꺼냐?
2494,떠다니는
2495,ㅍㅅㅌㅊ인데왜
2496,대체뭘하냐ㅋㅋ
2497,거의없고
2498,중고가
2499,땡보라고
2500,자연의
2501,징벌
2502,한듯
2503,살았던건
2504,저랬잖아
2505,말했는뎨?
2506,주변이
2507,했구나일한
2508,가능하긴
2509,깍아서
2510,돈내
2511,조리돌림하던
2512,길이면
2513,일성
2514,cctv
2515,유래했노?
2516,초월하기에
2517,문제임?
2518,시발ㄴㅋㅋㅋㅋㅋㅋㅋㅋ
2519,거기에
2520,저것도
2521,동탄아지매
2522,들었음
2523,결혼할거라서
2524,문재앙틴핵
2525,여행지
2526,차이
2527,사촌동생인가
2528,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2529,짱골라새기들
